OSM_tag_name,OSM_tag_value,Element_icon ,Comment ,Useful_for_MapAction,Data Category description,Cat_value,Date Theme description,Theme_value,Conforms_to_MA_Hierarchy,OSM_Element ,Data type,pt,ln,py,rel
sport ,aikido ,Node Area ,Aikido (on Wikipedia) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,archery ,Node Area ,"The different variations of this sport can be specified by also adding a type=* tag. Values for this type=* tag are e.g.: FITA, field, 3D, ... See also Archery on Wikipedia ",N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,athletics ,Node Area ,Track and field athletics. A collection of sports events that involve throwing and jumping (on Wikipedia).,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,australian_football ,Node Area ,"Australian Rules Football. A team sport played between two teams of 18 players with a ball on large oval shaped grass fields (often also used as a cricket ground), with four goal posts at each end.(on Wikipedia) ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,base ,Node Way ,"Buildings, Antennae, Span & Earth. A more down to earth approach to parachuting (on Wikipedia) ",N,Points of Interest,pois,Leisure,les,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
sport ,badminton ,Node Area ,"An indoor sport played with a shuttlecock and racquet, played as singles or in teams of two (on Wikipedia). ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,baseball ,Node Area ,An outdoor bat-and-ball sport contested by two teams of nine players each on a large grass pitch (on Wikipedia) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,basketball ,Node Area ,"Basketball, very popular in the USA and the Philippines (on Wikipedia) ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,beachvolleyball ,Node Area ,beachvolleyball on Wikipedia ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,bmx ,Node Area ,BMX on Wikipedia. ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,boules ,Node Area ,"A collective name for games played with metal balls, popular in France (on Wikipedia).",N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,bowls ,Node Area ,A place where you can play lawn bowls/lawn bowling ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,boxing ,Node Area ,Boxing (Olympic discipline) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,canadian_football ,Node Area ,Canadian Football ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,canoe ,Node Area ,Canoeing (both canadian and kayaks) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,chess ,Node Area ,Chess (on Wikipedia) - here mostly intended: big chess-boards in the open air ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,cliff_diving ,Node Area ,jumping from a cliff or a rock into water ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,climbing ,Node Area ,Rock climbing - natural or artificial climbs (climbing walls) (on Wikipedia) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,cricket ,Node Area ,"A bat-and-ball sport contested by two teams, usually of eleven players, each on a large grass pitch (on Wikipedia) ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,cricket_nets ,Node Area ,Cricket nets for practice used by batsmen and bowlers to warm up and/or improve their cricketing techniques. (on Wikipedia) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,croquet ,Node Area ,A game played between 2 or more players on a small grass pitch hitting wooden or plastic balls with a mallet through hoops embedded into the grass. (on Wikipedia) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,cycling ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,dog_racing ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,fencing ,Node Area ,fencing on Wikipedia ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,equestrian ,Node Area ,"Equestrianism, sports involving the skill of riding or driving horses (on Wikipedia).",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,free_flying ,Node Way Area ,"Paragliding/Hanggliding/... takeoff, landings, towing, etc. and related amenities and properties ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
sport ,gaelic_games ,Node Area ,"Gaelic games such as Hurling, Gaelic Football, Camogie, predominantly played in Ireland.",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,golf ,Node Area ,"for golf courses, use leisure=golf_course ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,gymnastics ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,hockey ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,horseshoes ,Node Area ,horseshoes on Wikipedia ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,horse_racing ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,ice_stock ,Node Area ,Use with: leisure=pitch. Eisstockschießen on Wikipedia ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,judo ,Node Area ,Judo (Olympic discipline) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,karting ,Node Area ,"For a description of this motor sport, see: http://en.wikipedia.org/wiki/Kart_racing . When used together with highway=raceway then please add also area=no, otherwise the raceway is not rendered. ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,kitesurfing ,Node Area ,"For a description of this water sport, see: Kitesurfing on Wikipedia ",N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,korfball ,Node Area ,(korfball on Wikipedia) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,motor ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,multi ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,obstacle_course ,Way Area ,(Obstacle course). A series of challenging physical obstacles an individual or team must navigate usually while being timed. ,N,Points of Interest,pois,Leisure,les,#N/A,Way Area ,ln py ,#N/A,ln,py,#N/A
sport ,orienteering ,Node Area ,(Orienteering club or centre). Navigation sport with Map and compass. ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,paddle_tennis ,Node Area ,(paddle_tennis on Wikipedia) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,paragliding ,Node Area ,Paragliding takeoff or landing site (paragliding on Wikipedia) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,pelota ,Node Area ,"Spanish Groupname for a number of ball games (Baseball, Basque pelota, Bocce, Jai alai, Valencian pilota). (pelota on Wikipedia) ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,racquet ,Node Area ,Group name of sports that are played with a racquet ,,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,rowing ,Node Area ,(rowing on Wikipedia) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,rugby_league ,Node Area ,"One of the two codes of rugby football, split from rugby union in 1895, along with subsequent rule changes ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,rugby_union ,Node Area ,"Rugby union is a full contact team sport, a form of football which originated in England in the early 19th century. ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,running ,Node Way Area ,Running ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
sport ,scuba_diving ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,shooting ,Node Area ,outdoor or indoor shooting range ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,skating ,Node Area ,ice skating ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,skateboard ,Node Area ,,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,skiing ,Node Area ,"This tag isn't well documented, and it's usage is unclear. I would better recommand the use of the Proposed_features/Piste_Maps Project for things related to skiing ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,soccer ,Node Area ,"Association football, more commonly known as football or soccer, a team sport played between two teams of eleven players (on Wikipedia). Note: While called ""football"" (fussball, fotball, ...) in many countries, it is best to tag it as ""soccer"" to avoid confusion with other usages of ""football"" ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,surfing ,Node Area ,(surfing on Wikipedia) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,swimming ,Node Area ,,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,table_tennis ,Node Area ,,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,taekwondo ,Node Area ,Taekwondo (Olympic discipline) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,team_handball ,Node Area ,(Team) handball on Wikipedia ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,tennis ,Node Area ,Tennis courts ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,toboggan ,Node Way Area ,"public sledding run; see also Piste Map Proposal (piste:type=sled, piste:difficulty=advanced, piste:lit=yes) ",N,Points of Interest,pois,Leisure,les,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
sport ,volleyball ,Node Area ,volleyball on Wikipedia ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,water_ski ,Node Way Area ,"Waterskiing: either on a cable ski course, or pulled by a boat. ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
sport ,weightlifting ,Node Area ,Weightlifting (Olympic discipline) ,N,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,wrestling ,Node Area ,Wrestling (Olympic discipline) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
sport ,user defined ,Node Area ,All commonly used values according to Taginfo,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,alpine_hut ,Mf node.png Mf area.png ,A remote building located in the mountains intended to provide board and lodging. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,attraction ,Mf node.png Mf area.png ,"A general tourism attraction, this tag is often used in addition with other tags (like historic=*). ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,artwork ,Mf node.png Mf way.png Mf area.png ,A tag for public pieces of art. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
tourism ,camp_site ,Mf node.png Mf area.png ,"A place where people can camp overnight, using tents or camper vans or caravans. ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,caravan_site ,Mf node.png Mf area.png ,A place where you can park a caravan overnight or for longer periods. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,chalet ,Mf node.png Mf area.png ,Rent a hut (see chalet) ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,gallery ,Mf node.png Mf area.png ,Art galleries are a popular visitor attraction ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,guest_house ,Mf node.png Mf area.png ,"Guest house. Accommodation without hotel license that is typically owner-operated, offers a room and breakfast with staff not available 24/7, ranging from purpose-built guest houses to family-based Bed&Breakfast. ",Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,hostel ,Mf node.png Mf area.png ,Hostel. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,hotel ,Mf node.png Mf area.png ,Hotel. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,information ,Mf node.png Mf area.png ,Information resource for tourists and visitors. To additionally describe the kind of information use information=*. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,motel ,Mf node.png Mf area.png ,Motel. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,museum ,Mf node.png Mf area.png ,Museum. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,picnic_site ,Mf node.png Mf area.png ,A place where you can have an outdoor picnic. May have facilities such as tables and benches. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,theme_park ,Mf node.png Mf area.png ,Theme park or amusement park without theme. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,viewpoint ,Mf node.png ,"A place, often high, with a good view of surrounding countryside or notable buildings, lookout. Sometimes called a vista point or scenic area/point. ",Y,Points of Interest,pois,Leisure,les,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
tourism ,wilderness_hut ,Mf node.png Mf area.png ,A remote building with fireplace intended to provide shelter and sleeping accommodation. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,zoo ,Mf node.png Mf area.png ,Zoological garden. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,yes ,Mf node.png Mf area.png ,To add tourist interest to something described by other tags. ,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
tourism ,user defined ,Mf node.png Mf area.png ,All commonly used values according to Taginfo,Y,Points of Interest,pois,Leisure,les,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
waterway ,river ,Way ,For narrow rivers which will be rendered as a line. For larger rivers (defined as more than 12m across) see waterway=riverbank (Other languages). ,Y,Physical,phys,River,riv,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
waterway ,riverbank ,Area ,"Used for larger rivers, to define an area between the opposite riverbanks. See water=river for alternative tagging. ",Y,Physical,phys,River,riv,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
waterway ,stream ,Way ,"A naturally-formed waterway that is too thin to be classed as a river. An active, able-bodied person should be able to jump over it if trees along it aren't too thick. ",Y,Physical,phys,River,riv,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
waterway ,wadi ,Way ,"A natural, dry (ephemeral) riverbed that contains water only during times of heavy rain or simply an intermittent stream, in semi-arid areas. Also known as a ""Wash"" in the deserts of America. ",Y,Physical,phys,River,riv,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
waterway ,canal ,Way ,"An artificial open waterway used for transportation, waterpower, or irrigation.(Other languages). ",Y,Transport,tran,Canal,can,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
waterway ,drain ,Way ,An artificial waterway for carrying storm water or industrial discharge. ,Y,Physical,phys,Drainage,drn,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
waterway ,ditch ,Way ,A small to moderate depression created to channel water. ,Y,Physical,phys,Drainage,drn,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
waterway ,dock ,Node Area ,An 'enclosed' area of water used for building or repairing ships. ,Y,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
waterway ,boatyard ,NodeArea ,"Boat yard - a place for constructing, repairing and storing vessels out of the water. ",Y,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
waterway ,dam ,Way Area ,A wall built across a river or stream to impound the water. A dam normally does not have water flowing over the top of it. ,Y,Physical,phys,Dam,dam,phys,Way Area ,ln py ,#N/A,ln,py,#N/A
waterway ,weir ,Node Way ,"A barrier built across a river, sometimes to divert water for industrial purposes. Water can still flow over the top. ",Y,Physical,phys,Dam,dam,phys,Node Way ,pt ln ,pt,ln,#N/A,#N/A
waterway ,lock_gate ,Node ,"To mark the position of gates at each end of a lock. Alternatively, for smaller locks use a single lock=yes node in the middle of the lock. ",Y,Physical,phys,Dam,dam,phys,Node ,pt ,pt,#N/A,#N/A,#N/A
waterway ,turning_point ,Node ,"A place to turn the driving direction for vessels, where the boats are longer than the river/canal is wide. Use maxlength=* to denote the maximum length of the vessel. ",Y,Transport,tran,Canal,can,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
waterway ,water_point ,Node ,This tag is for ports/marinas where you can get large amounts of potable water. ,Y,Water Sanitation and Hygiene,wash,Water and sanitation,wes,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
intermittent ,yes ,Way ,Indicates that the waterway does not have a permanent flow (i.e. is sometimes/often dry). ,Y,Physical,phys,River,riv,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
lock ,yes ,Way (Node) ,A lock is used for moving boats between waterways at two different levels. Can tag either the section of the way between the gates (detailed) or just a single node in the waterway (less detailed). ,Y,Physical,phys,Dam,dam,phys,Node Way,pt ln,pt,ln,#N/A,#N/A
mooring ,yes/private/no ,Way ,A length of bank where boats are explicitly permitted to moor. maxstay=* should be used for timing information. ,Y,Transport,tran,Canal,can,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
service ,transportation/water_power/irrigation ,Way ,A waterway=canal may have one (or more; separate with semicolons) uses. ,Y,Transport,tran,Canal,can,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
tunnel ,culvert ,Way (Node) ,For a stream passing under a road use tunnel=culvert on the section of stream passing under the road (don't use this tag for open-top culverts or roads using the culvert structure as a bridge (bridge=culvert)). ,Y,Transport,tran,Tunnel,tun,#N/A,Node Way,pt ln,pt,ln,#N/A,#N/A
waterway ,user defined ,Node Way ,All commonly used values according to Taginfo,Y,Transport,tran,Canal,can,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
addr:housenumber ,user defined ,Node Area ,"The house number (may contain letters, dashes or other characters).",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:housename ,user defined ,Node Area ,The name of a house.,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:street ,user defined ,Node Area ,The (main) name of the respective street.,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:place ,user defined ,Node Area ,"part of address, which is not related to street, but to some territorial zone, linear object, node or some abstract object. ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:postcode ,user defined ,Node Area ,The postal code of the building/area. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:city ,user defined ,Node Area ,"May or may not be a clone of is_in:city=* (in some places the city in the address corresponds to the post office that serves the area rather than the actual city, if any, in which the building is located)! The name of the city as given in postal addresses of the building/area. ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:country ,user defined ,Node Area ,The ISO 3166-1 alpha-2 two letter country code in upper case.,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:full ,user defined ,Node Area ,"Use this for a full-text, often multi-line, address if you find the structured address fields unsuitable for denoting the address of this particular location. Examples: ""Fifth house on the left after the village oak, Smalltown, Smallcountry"" or ""1200 West Sunset Boulevard Suite 110A"". Beware that these strings can hardly be parsed by software. ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:hamlet ,user defined ,Node Area ,The hamlet of the object. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:suburb ,user defined ,Node Area ,If an address exists several times in a city. You have to add the name of the settlement. See Australian definition of suburb. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:subdistrict ,user defined ,Node Area ,The subdistrict of the object. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:district ,user defined ,Node Area ,The district of the object. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:province ,user defined ,Node Area ,The province of the object. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:state ,user defined ,Node Area ,"The state of the object. For the US, uppercase two-letter postal abbreviations (AK, CA, HI, NY, TX, WY, etc.) are used. ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
addr:interpolation ,all/even/odd/ alphabetic ,Way ,How to interpolate the house numbers belonging to the way along the respective street.,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
addr:interpolation ,Number ,Way ,Every nth house between the end nodes is represented by the interpolation way. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
addr:inclusion ,actual/estimate/potential ,Way ,Optional tag to indicate the accuracy level of survey used to create the address interpolation way.,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
attribution ,User defined ,Node Way Area Relation ,Attribution to originator if required ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
description ,User defined ,Node Way Area Relation ,Text that might be viewable to the end user (perhaps using a search system or a map with pop-ups) ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
email ,User defined ,Node Way Area Relation ,E-Mail address associated with an object ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
fax ,User defined ,Node Way Area Relation ,Fax number associated with an object,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
fixme ,User defined ,Node Way Area Relation ,A description to yourself or to other mappers of a (possible) error in the map ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
image ,URL ,Node Way Area Relation ,"Reference to an image (use the ""source_ref"" key below when the image is referencing the source of the element) ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
note ,User defined ,Node Way Area Relation ,A note to yourself or to other mappers. ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
phone ,User defined ,Node Way Area Relation ,Telephone number associated with an object,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,User defined ,Node Way Area Relation ,,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,extrapolation ,Node Way Area Relation ,Extension of information from a known source ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,historical ,Node Way Area Relation ,from out-of-copyright mapping or other historical document ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,image ,Node Way Area Relation ,photograph or video ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,knowledge ,Node Way Area Relation ,Local or common knowledge ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,survey ,Node Way Area Relation ,gpx track or other physical survey; suggested addition - survey:date in ISO format YYYY-MM-DD ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source ,voice ,Node Way Area Relation ,"Voice recordings; e.g., dictaphone ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source:name ,User defined ,Node Way Area Relation ,"Source used to gather name information; e.g., for street names ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source:ref ,User defined ,Node Way Area Relation ,"Reference data source; e.g., for road numbers ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
source_ref ,User defined ,Node Way Area Relation ,"To record the URI, source reference (e.g., Landsat) or other link to physical sources ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
url ,URL ,Node Way Area Relation ,"URL associated with an object - Use more precise key like website, image or wikipedia where applicable! ",Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
website ,URL ,Node Way Area Relation ,Website associated with an object ,Y,Open Street Map Specific,osms,Metadata,met,#N/A,Node Way Area Relation ,pt ln py rel ,pt,ln,py,rel
